subjects	S	age	R	rt
7	right	age17	right	0.509231258543565
7	right	age17	left	0.727937391236084
7	right	age17	left	0.732222888648203
7	right	age17	left	0.448938490661202
7	left	age17	right	0.502222407623258
7	left	age17	left	0.577479756736829
7	right	age17	right	0.531228410753983
7	right	age17	right	0.483987414756729
7	right	age17	right	0.464122616485571
7	left	age17	left	0.562057222331705
7	right	age17	right	0.54420828235262
7	left	age17	right	0.489633134357042
7	left	age17	right	0.494558383874614
7	right	age17	left	0.471664436167778
7	right	age17	left	0.741450006888626
7	right	age17	right	0.509219078510478
7	right	age17	left	0.454375968740602
7	left	age17	left	0.510606023973917
7	right	age17	right	0.558096187154968
7	right	age17	right	0.474170524014395
7	right	age17	left	0.489234655368963
7	right	age17	left	0.508927396851688
7	left	age17	right	0.442071760333052
7	right	age17	right	0.450106493222277
7	left	age17	right	0.538237844600823
7	right	age17	left	0.534871012788576
7	left	age17	right	0.499300484673105
7	left	age17	left	0.605778447593455
7	left	age17	left	0.428874239938227
7	right	age17	left	0.499999568022688
7	left	age17	left	0.474659005877098
7	left	age17	left	0.507063468674252
7	right	age17	left	0.504012358217752
7	right	age17	left	0.44424296420472
7	right	age17	left	0.479933567806959
7	left	age17	left	0.5400663875971
7	left	age17	right	0.445093615986386
7	left	age17	right	0.584979419999091
7	left	age17	left	0.478625052871732
7	right	age17	right	0.471332282629116
7	left	age17	right	0.498209576188426
7	left	age17	right	0.527336649626859
7	right	age17	right	0.422878811363907
7	right	age17	left	0.537331549426593
7	right	age17	left	0.44100756474178
7	left	age17	right	0.541582538636793
7	left	age17	left	0.462656529227837
7	right	age17	left	0.453812609231582
7	left	age17	right	0.477397841179111
7	left	age17	left	0.56520497066577
7	left	age17	right	0.615948523968285
7	left	age17	right	0.594943042623742
7	left	age17	left	0.603721986387339
7	right	age17	right	0.435999125263069
7	left	age17	left	0.708421814391081
7	right	age17	right	0.710968213412897
7	left	age17	right	0.717321164263631
7	right	age17	left	0.441336002245699
7	left	age17	left	0.445324662412427
7	left	age17	right	0.510134992628439
7	left	age17	left	0.507735115432601
7	right	age17	right	0.426965640837836
7	right	age17	right	0.666766976880737
7	right	age17	right	0.425449655710397
7	left	age17	left	0.517454779484216
7	right	age17	left	0.479256942517285
7	right	age17	right	0.567344528345808
7	right	age17	left	0.447514536271878
7	right	age17	left	0.461782810323774
7	right	age17	left	0.575753795559869
7	left	age17	right	0.50385491127997
7	left	age17	right	0.443772224019722
7	right	age17	right	0.458809180272406
7	left	age17	left	0.508247340089465
7	left	age17	right	0.536482689518454
7	left	age17	right	0.437726280269549
7	left	age17	left	0.491576075816332
7	left	age17	left	0.464658501919151
7	right	age17	right	0.454860799974093
7	right	age17	right	0.469021735501085
7	right	age17	left	0.470853658919387
7	right	age17	right	0.475244483484701
7	right	age17	left	0.452368352277555
7	right	age17	right	0.448681509386195
7	right	age17	right	0.44836496363408
7	right	age17	right	0.467061156561449
7	left	age17	right	0.746144318372427
7	right	age17	right	0.549743950523723
7	right	age17	right	0.483718239782224
7	left	age17	right	0.442639297889777
7	right	age17	left	0.452749100848404
7	left	age17	left	0.830886035015813
7	left	age17	right	0.598985830787602
7	left	age17	left	0.446571338791721
7	left	age17	left	0.453587275115165
7	left	age17	left	0.441221226219135
7	right	age17	right	0.548133249914609
7	right	age17	right	0.454292234116389
7	right	age17	right	0.4360765959652
7	left	age17	right	0.547792068748154
7	right	age17	left	0.530230444802484
7	left	age17	right	0.492025356718256
7	left	age17	left	0.566357932030755
7	left	age17	right	0.535909507050531
7	right	age17	left	0.443285159378564
7	right	age17	right	0.60638813499271
7	right	age17	right	0.857961113230769
7	left	age17	left	0.52167082321621
7	right	age17	right	0.476681734001988
7	left	age17	left	0.488996482181315
7	left	age17	right	0.476563576833872
7	right	age17	right	0.567868075177388
7	left	age17	right	0.541266601020485
7	left	age17	left	0.552117782953109
7	left	age17	right	0.626431142962542
7	left	age25	left	0.52487028018113
7	left	age25	right	0.53560308792857
7	left	age25	right	0.487804553904517
7	right	age25	right	0.548594805218413
7	right	age25	right	0.558253151999727
7	right	age25	right	0.609779148859012
7	right	age25	right	0.768553661510021
7	left	age25	left	0.521786100435573
7	right	age25	right	0.653913566997502
7	left	age25	left	0.468593942897588
7	right	age25	right	0.443761237351546
7	left	age25	left	0.458195143651807
7	left	age25	left	0.527776803082609
7	right	age25	left	0.560222671302761
7	right	age25	right	0.546752530269873
7	right	age25	right	0.435163496128228
7	left	age25	left	0.465721713069952
7	right	age25	right	0.538300091903104
7	left	age25	left	0.480667730397477
7	left	age25	left	0.572258503052559
7	left	age25	right	0.646438863325568
7	right	age25	left	0.503106475241074
7	right	age25	right	0.542046496416522
7	right	age25	right	0.449763821033159
7	right	age25	right	0.495703601552707
7	left	age25	left	0.512540700383435
7	right	age25	left	0.43017648779788
7	left	age25	left	0.442723606298164
7	right	age25	right	0.464862616811762
7	left	age25	left	0.630278448758557
7	left	age25	left	0.441160097616098
7	right	age25	right	0.541906738245633
7	right	age25	right	0.441778127861556
7	left	age25	left	0.445213159017435
7	left	age25	left	0.472776243301911
7	left	age25	left	0.469387150341729
7	left	age25	right	0.753531415409105
7	right	age25	left	0.515358049511654
7	right	age25	left	0.489072103493332
7	left	age25	left	0.564715068308637
7	left	age25	left	0.438373882688395
7	right	age25	right	0.449305436403524
7	right	age25	right	0.444272312578561
7	left	age25	left	0.500422261196612
7	left	age25	left	0.478219584943163
7	right	age25	left	0.497215162885504
7	right	age25	left	0.44161369191722
7	left	age25	right	0.879811064627925
7	right	age25	left	0.478576228595552
7	right	age25	right	0.479262247930298
7	right	age25	left	0.650158493043801
7	right	age25	right	0.498621856253739
7	left	age25	left	0.551001016866451
7	left	age25	right	0.559927219064882
7	right	age25	right	0.510898963060232
7	right	age25	right	0.483945284264189
7	left	age25	left	0.467470562971518
7	left	age25	left	0.437367753737749
7	left	age25	left	0.472022974679428
7	left	age25	right	0.498442582142249
7	right	age25	left	0.474801038891825
7	left	age25	left	0.449632345591919
7	right	age25	left	0.542293570069238
7	right	age25	right	0.473746955613325
7	left	age25	right	0.451633618853493
7	right	age25	right	0.617670777838985
7	left	age25	left	0.4679422909716
7	left	age25	right	0.558294379715754
7	right	age25	left	0.797519314710263
7	left	age25	left	0.502641367442528
7	left	age25	left	0.496835493386899
7	right	age25	left	0.473469294550987
7	right	age25	right	0.461782129512662
7	left	age25	left	0.515348464392046
7	right	age25	left	0.544525754257849
7	right	age25	left	0.519309012840878
7	left	age25	right	0.435798149052726
7	right	age25	left	0.445618855723532
7	left	age25	right	0.541958116785346
7	right	age25	right	0.449656594873544
7	left	age25	left	0.546192245533088
7	right	age25	right	0.522223466372066
7	right	age25	right	0.473277394068269
7	right	age25	right	0.455239528353723
7	left	age25	right	0.629629275669376
7	left	age25	left	0.445240244813925
7	left	age25	left	0.536508774386539
7	left	age25	left	0.517463794521478
7	left	age25	left	0.689013567257618
7	right	age25	right	0.707328352188034
7	left	age25	left	0.46771770976942
7	left	age25	left	0.513806012885782
7	right	age25	right	0.603128049256612
7	right	age25	right	0.744211174010331
7	left	age25	left	0.57591650546569
7	left	age25	left	0.622364351130826
7	left	age25	right	0.562348510962989
7	left	age25	left	0.458329536291834
7	right	age25	left	0.629739341019895
7	right	age25	right	0.464084950403528
7	right	age25	right	0.448014925796492
7	right	age25	right	0.502348342782024
7	left	age25	right	0.545835639269676
7	right	age25	right	0.736714928305906
7	left	age25	right	0.464572923143877
7	right	age25	left	0.468949902741752
7	right	age25	right	0.470980278786107
7	left	age25	left	0.501860142650886
7	right	age25	left	0.451425804662315
7	right	age25	left	0.746288453109363
7	left	age25	right	0.455165451418039
7	left	age25	left	0.48958437396559
7	right	age25	left	0.50324971998185
7	right	age25	left	0.460644163389451
7	left	age25	left	0.476541942919374
7	left	age25	right	1.08405991484568
7	left	age25	right	0.644926997090675
7	left	age25	left	0.538814209828003
7	left	age25	left	0.442178979377067
7	right	age25	right	0.566661941024779
7	left	age25	left	0.667339148645427
7	right	age25	left	0.455941202279408
7	right	age25	left	0.475997595109614
7	right	age25	right	0.509213454786637
7	right	age25	right	0.448508795726523
7	right	age25	left	0.70190370501675
7	right	age25	left	0.645368588183094
7	left	age25	left	0.442468807250493
7	left	age25	left	0.494406654953323
7	right	age25	right	0.569977269783502
7	right	age25	right	0.49359421299895
7	left	age25	right	0.57534641869258
7	right	age25	left	0.557410658007045
7	right	age25	right	0.546986833605634
7	left	age25	left	0.593798735617038
7	left	age25	right	0.543505412297094
7	right	age25	right	0.529598882404589
7	left	age25	left	0.508782812701291
7	left	age25	right	0.513476809057734
7	left	age25	left	0.8002369539216
7	left	age25	left	0.579487470998433
7	right	age25	right	0.603996015553127
7	left	age25	right	0.443919055759389
7	left	age25	left	0.4369562217259
7	right	age25	right	0.479952752390928
7	left	age25	left	0.502777220420834
7	right	age25	right	0.69159735285395
7	right	age25	left	0.625328586250963
7	right	age25	right	0.660836707089743
7	left	age25	left	0.859671622446666
7	right	age25	left	0.630208968220888
7	right	age25	right	0.492200914398354
7	left	age25	left	0.563766594416403
7	left	age25	left	0.457379506428356
7	left	age25	right	0.439792310970458
7	left	age25	left	0.569971617672387
7	left	age25	left	0.505560440191881
7	left	age25	left	0.524873037195569
7	left	age25	right	0.474785355489332
7	right	age25	right	0.560356113675306
7	left	age25	left	0.527532501416323
7	left	age25	right	0.476896492307653
7	right	age25	right	0.597397903637398
7	right	age25	left	0.484919680698552
7	left	age25	left	0.507909591423335
7	right	age25	left	0.454686099489899
7	left	age25	left	0.530377757753889
7	left	age25	right	0.674127160950431
7	right	age25	left	0.509845912492823
7	right	age25	left	0.586260720545391
7	right	age25	right	0.521499316069846
7	left	age25	right	0.465842103158307
7	left	age25	left	0.503692665936664
7	right	age25	left	0.465508952051035
7	left	age25	left	0.708694434728921
7	right	age25	right	0.527174155374245
7	left	age25	left	0.470656051706255
7	left	age25	right	0.475385695003556
7	right	age25	right	0.453566282824924
7	right	age25	left	0.614710616306781
7	right	age25	right	0.629843653896661
7	right	age25	left	0.63518326314387
7	right	age25	left	0.512711249475828
7	right	age25	left	0.517563697051858
7	right	age25	left	0.518432035744767
7	right	age25	left	0.7380573764763
7	left	age25	left	0.440070641594335
7	left	age25	left	0.497069911961181
7	left	age25	left	0.466750501860658
7	left	age25	left	0.450442805732891
7	left	age25	left	0.511225307843751
7	right	age25	right	0.499027731688346
7	left	age25	left	0.852990730821567
7	right	age25	right	0.458838216292535
7	left	age25	left	0.429510209903566
7	right	age25	right	0.447259886857815
7	left	age25	left	0.443263659353678
7	right	age25	right	0.535129288351752
7	right	age25	right	0.639183349145255
7	right	age25	right	0.60223833596408
7	left	age25	left	0.552732753969035
7	left	age25	left	0.535983485130276
7	left	age25	left	0.646791325902484
7	right	age25	right	0.863226823379341
7	left	age25	left	0.433389852449444
7	right	age25	right	0.675087843557959
7	left	age25	left	0.851590823567055
7	right	age25	right	0.45172871298995
7	right	age25	right	0.531133925312992
7	left	age25	right	1.13689688895106
7	right	age25	left	0.614005970269483
7	left	age25	left	0.580648912850583
7	right	age25	right	0.861213341742805
7	right	age25	left	0.520995208258535
7	left	age25	left	0.503884069729599
7	right	age25	left	0.522066561747368
7	left	age25	left	0.467945694719052
7	left	age25	left	0.485312516147977
7	right	age25	left	0.606589322486985
7	left	age25	left	0.45486762159064
7	right	age25	left	0.492739714263937
7	right	age25	right	0.52051429863525
7	left	age25	left	0.4655067818772
7	right	age25	right	0.546089755457678
7	left	age25	left	0.669287245337186
7	right	age25	left	0.67852875142582
7	left	age25	left	0.500535051128507
7	right	age25	right	0.677598835392274
7	right	age25	left	0.496539593105462
7	left	age25	left	0.825765544732055
8	left	age17	left	0.375032324248116
8	left	age17	left	0.346045271103729
8	left	age17	left	0.462611865037673
8	left	age17	left	0.393719208212834
8	right	age17	right	0.906585108380241
8	left	age17	right	0.608832590675934
8	left	age17	left	0.376928758804168
8	right	age17	right	0.487479872496001
8	left	age17	left	0.354698304711504
8	right	age17	right	0.469889896450375
8	left	age17	left	0.713906998728329
8	left	age17	left	0.406027931704245
8	right	age17	right	0.534830539615585
8	right	age17	left	0.925184588785517
8	right	age17	right	0.514912952351987
8	left	age17	left	0.501336163557704
8	right	age17	left	0.428929004641518
8	left	age17	left	0.686836953014967
8	right	age17	right	0.44861846220407
8	right	age17	right	0.394271071721771
8	left	age17	left	1.24444265353904
8	left	age17	left	0.319904752007643
8	left	age17	left	0.45155800241329
8	right	age17	right	0.522121316823057
8	right	age17	right	0.441249244578972
8	left	age17	left	0.397637840918432
8	left	age17	right	0.368604789960008
8	right	age17	left	0.56534261592073
8	left	age17	left	0.71574504122541
8	right	age17	right	0.410751201401701
8	right	age17	right	0.52915946573051
8	right	age17	right	0.402841665259061
8	left	age17	right	0.474546215043946
8	right	age17	right	0.383539970202723
8	right	age17	left	0.419261861406652
8	right	age17	right	0.595997634978941
8	left	age17	left	0.438607615552787
8	right	age17	right	0.382883754698168
8	left	age17	left	0.371902128385215
8	right	age17	right	0.466902600883507
8	left	age17	right	0.634819725652347
8	right	age17	right	0.481090386084504
8	right	age17	right	0.341835376790891
8	left	age17	left	0.394593003720095
8	left	age17	left	0.362574050340737
8	right	age17	right	1.13442638720822
8	left	age17	right	0.431763694305133
8	left	age17	left	0.585537717876984
8	right	age17	right	0.530892691377351
8	right	age17	right	0.599987447347176
8	left	age17	left	0.379580599079276
8	left	age17	left	0.392920996837812
8	left	age17	left	0.435008857669217
8	left	age17	left	0.424763910028708
8	left	age17	right	0.433738427680669
8	right	age17	right	0.552988711619117
8	right	age17	left	0.41329507184607
8	right	age17	right	0.497384918956378
8	right	age17	right	0.387062048507916
8	right	age17	left	0.380442510616644
8	left	age17	right	0.552708461412572
8	left	age17	left	0.723092835691025
8	right	age17	right	0.472695539265783
8	left	age17	left	0.903740509430625
8	right	age17	right	0.721747349597565
8	right	age17	right	0.746457244504836
8	right	age17	right	0.800770775105571
8	left	age17	left	0.842684849388136
8	left	age17	left	0.905085070297674
8	right	age17	right	0.474408949506764
8	right	age17	right	0.716093417969731
8	left	age17	left	0.539978177391446
8	left	age17	left	0.395889029511616
8	right	age17	right	0.52847429114884
8	right	age17	right	0.521948881843617
8	left	age17	left	0.389404352811089
8	left	age17	left	0.488024938667295
8	left	age17	left	0.333530503560379
8	right	age17	right	0.708220205177298
8	right	age17	right	0.425428361918036
8	left	age17	left	0.350716790179625
8	left	age17	right	0.677701536528918
8	left	age17	left	0.370490098196042
8	right	age17	right	0.570807441164916
8	right	age17	right	0.378920776756027
8	left	age17	left	0.336083898951281
8	right	age17	right	0.37913788749503
8	right	age17	left	0.41887589885721
8	right	age17	right	0.401108044656273
8	right	age17	right	0.70990267232738
8	right	age17	right	0.41247566850654
8	right	age17	right	0.331411417797591
8	left	age17	right	0.40247094989565
8	left	age17	left	0.36900264167098
8	left	age17	left	0.38561974613776
8	right	age17	right	0.372698806946733
8	right	age17	right	0.673732285136603
8	right	age17	right	0.376916541752039
8	left	age17	left	0.454922467748781
8	right	age17	right	0.362097001132235
8	right	age17	right	0.403388869342122
8	left	age17	right	0.454528484922229
8	left	age17	left	0.435609415715727
8	right	age17	right	0.565805565143164
8	right	age17	right	0.457960213468937
8	right	age17	right	0.407515983641256
8	left	age17	right	0.376915498556296
8	right	age17	left	0.331966857344737
8	right	age17	right	0.514492036572285
8	right	age17	right	0.414767772819658
8	right	age17	right	0.715636216553264
8	left	age17	left	0.633369813357693
8	right	age17	right	0.585795465169969
8	right	age17	right	0.354308261905013
8	left	age17	left	0.500499537879518
8	right	age17	right	0.449240197303006
8	left	age17	left	0.366577351042636
8	left	age17	right	0.432452847186952
8	right	age17	right	0.370600903456652
8	left	age17	left	0.443898918153173
8	left	age17	left	0.466891128670128
8	left	age17	left	0.478418042402827
8	left	age17	left	0.748561242574406
8	left	age17	left	0.746255907308838
8	left	age17	left	0.383462743980712
8	left	age17	left	0.400860480259204
8	right	age17	right	0.469234784519268
8	right	age17	right	0.419734705555047
8	right	age17	right	0.4589231429623
8	right	age17	right	0.532702349926348
8	left	age17	right	0.356160807848887
8	left	age17	left	0.354681232534229
8	left	age17	left	0.479064185431841
8	right	age17	right	0.5318353732955
8	right	age17	right	0.427958212739305
8	left	age17	right	0.383627847935001
8	left	age17	left	0.342150119288274
8	left	age17	left	0.601705865272849
8	left	age17	left	0.481022531587394
8	right	age17	right	0.850325247637219
8	left	age17	right	0.445988775653392
8	left	age17	left	0.558619669361178
8	right	age17	right	0.731335501199644
8	left	age17	left	0.488395456187187
8	right	age17	right	1.03480187917959
8	left	age17	left	0.472687940359748
8	right	age17	left	0.653172338187748
8	left	age17	right	0.490963770045243
8	right	age17	right	0.705750182725934
8	left	age17	left	0.602736728152596
8	right	age17	left	0.640789763598186
8	right	age17	right	0.340556114438832
8	right	age17	left	0.406544016828182
8	left	age17	left	0.4671229751031
8	right	age17	left	0.410771937180479
8	left	age17	left	0.636633702932207
8	left	age17	right	0.430390286750247
8	right	age17	right	0.40440461301417
8	left	age17	right	0.410628203486926
8	right	age17	right	0.502075382266595
8	right	age17	right	0.460508244083704
8	right	age17	right	0.525906651416814
8	left	age17	left	0.483566438178105
8	right	age17	right	0.395214367791571
8	right	age17	left	0.730927359041961
8	right	age17	left	0.49878023189808
8	right	age17	right	0.487288101491196
8	right	age17	right	0.801903079181477
8	left	age17	left	0.366978140079883
8	right	age17	right	0.370503914070485
8	left	age17	left	0.335717865726055
8	left	age17	left	0.576789743080157
8	right	age17	right	0.367878756296602
8	left	age17	left	0.760449938076111
8	left	age17	left	0.801133586993035
8	right	age17	right	0.540090631010046
8	right	age17	right	0.376320110844447
8	left	age17	left	0.656069905659324
8	right	age17	right	0.431474114936966
8	left	age17	left	0.357520807464416
8	right	age17	right	0.352856119736419
8	right	age17	right	0.366426398019946
8	right	age17	right	0.555913341563738
8	left	age17	left	0.341769819047952
8	left	age17	left	1.35986922767007
8	left	age17	left	0.630626180425915
8	left	age17	left	0.426213327091622
8	right	age17	right	0.510740562837934
8	left	age17	left	0.347733785770066
8	left	age17	left	0.52879180461715
8	left	age17	right	0.365151033782848
8	right	age17	right	0.467363251874
8	right	age17	right	0.415351501348728
8	left	age17	left	1.11784716623967
8	right	age17	left	0.390976859554756
8	left	age17	right	0.426148535478705
8	left	age17	left	0.569281230391259
8	right	age17	right	0.621537384982741
8	right	age17	right	0.687531733677252
8	left	age17	left	0.6230374700911
8	left	age17	left	0.85058935429879
8	left	age17	left	0.627708894048505
8	right	age17	right	0.351251456574918
8	left	age17	right	0.53028479063802
8	right	age17	left	0.70762695305815
8	left	age17	right	0.328813782893369
8	right	age17	right	0.514154809681496
8	right	age17	right	0.402265073038171
8	right	age17	right	0.356369390686231
8	left	age17	left	1.32416850700665
8	left	age17	left	0.751709583339638
8	left	age17	left	0.605788630807409
8	left	age17	left	0.383564360807653
8	right	age17	right	0.679587468895498
8	left	age17	left	0.479941848292859
8	right	age17	right	0.586240219703119
8	left	age17	left	0.433756680798467
8	left	age17	left	0.386799481741947
8	left	age17	left	0.373501192475826
8	right	age17	right	0.366669817952433
8	left	age17	left	0.515744428552154
8	right	age17	right	0.514905100265476
8	left	age17	left	0.656502685296427
8	right	age17	right	0.369675979062035
8	right	age17	left	0.414933292846752
8	left	age17	left	0.728503636204283
8	left	age17	left	0.480354788216722
8	right	age17	left	0.796868155438392
8	right	age17	right	0.418532070034136
8	left	age17	right	0.417883189168703
8	left	age25	left	0.712445521018717
8	right	age25	right	1.53706144573074
8	left	age25	left	1.70661514925317
8	left	age25	left	0.380129092113224
8	left	age25	left	0.528624128211234
8	left	age25	right	0.625712230869533
8	left	age25	left	0.982014840251421
8	left	age25	left	0.717484923573015
8	left	age25	left	0.583746152564523
8	right	age25	right	0.482741758205982
8	left	age25	left	1.57348508204031
8	right	age25	right	1.24902644774976
8	right	age25	right	0.750822452697354
8	right	age25	right	1.32539156197987
8	left	age25	left	0.509762072576366
8	right	age25	right	0.507937816037442
8	right	age25	right	0.655418009151023
8	left	age25	left	0.981334545091876
8	right	age25	right	0.580149399379817
8	right	age25	right	0.839290983745727
8	left	age25	left	1.00122749272973
8	left	age25	right	1.06223585081281
8	right	age25	right	0.604245477174792
8	left	age25	left	0.837443089696956
8	left	age25	left	0.596780600072391
8	right	age25	right	0.592726640850906
8	right	age25	right	0.978484099616576
8	right	age25	right	0.474604267757825
8	left	age25	left	1.15400574294784
8	left	age25	left	0.675297697164856
8	left	age25	left	1.32439086089586
8	left	age25	left	0.520389189480448
8	left	age25	right	1.00679348160752
8	left	age25	left	1.17678962130299
8	right	age25	right	0.656099807426329
8	right	age25	right	0.401446000078916
8	left	age25	left	1.35270456027575
8	left	age25	left	0.803912430028043
8	right	age25	right	0.75519084565437
8	left	age25	left	1.08765438322613
8	left	age25	left	0.603598860547919
8	right	age25	right	0.634300625054056
8	right	age25	right	1.42050097742262
8	right	age25	left	0.493969798423893
8	right	age25	right	0.557309902323696
8	left	age25	left	0.432705225506669
8	right	age25	right	0.608536572318937
8	left	age25	left	0.888829658746231
8	right	age25	right	0.549849135866262
8	right	age25	right	1.14500469896129
8	left	age25	left	0.541672010553444
8	left	age25	left	0.472173768935069
8	left	age25	left	0.717231219951821
8	right	age25	right	0.965460152222091
8	right	age25	right	0.670299011555173
8	right	age25	right	1.27782458491694
8	left	age25	left	1.12189988743519
8	left	age25	right	1.05428604515959
8	right	age25	right	1.00209633617733
8	left	age25	left	0.664111974213823
8	right	age25	right	0.798183591728506
8	right	age25	right	1.45002737266539
8	left	age25	left	0.594190479719382
8	right	age25	left	1.56739421817842
8	left	age25	left	0.563783698501335
8	left	age25	left	0.387630645929776
8	right	age25	right	0.83342912815328
8	right	age25	right	0.5806986564522
8	right	age25	right	0.737249678023413
8	right	age25	right	0.568044960481488
8	left	age25	left	0.428830637781503
8	right	age25	left	0.742903090268737
8	left	age25	left	0.473437453436059
8	left	age25	left	0.66163884122045
8	right	age25	right	0.741978296075764
8	right	age25	right	0.611336731182094
8	left	age25	left	1.24202952538256
8	left	age25	left	1.14340046028657
8	left	age25	left	0.818510845735207
8	right	age25	right	0.591291730250284
8	left	age25	left	0.632653983746079
8	right	age25	right	1.19070855299389
8	right	age25	right	0.561441360545508
8	right	age25	right	0.592126615985845
8	left	age25	left	0.618167704361058
8	right	age25	right	1.03120991544563
8	right	age25	right	1.60826262783893
8	left	age25	left	0.607852028019103
8	right	age25	right	0.769239583094443
8	left	age25	right	0.394051665297432
8	right	age25	right	0.880527584068672
8	left	age25	left	0.583751064427768
8	left	age25	left	1.20595193345838
8	right	age25	right	0.6437272904064
8	left	age25	left	1.36377244196468
8	left	age25	left	0.720367381270307
8	left	age25	left	0.8879021227679
8	left	age25	left	0.514445504290098
8	right	age25	right	0.878909721990929
8	right	age25	right	1.2913750807393
8	right	age25	right	0.828253848564542
8	right	age25	right	0.478425229186698
8	left	age25	left	0.794765309347001
8	right	age25	right	1.20149650201017
8	right	age25	right	1.6646845505531
8	right	age25	right	0.669372947087004
8	left	age25	left	0.790825294644306
8	right	age25	right	0.504537763131226
8	right	age25	right	0.472707445171818
8	left	age25	left	0.385497673976224
8	right	age25	right	1.8086607914126
8	left	age25	right	0.55333643360061
8	left	age25	right	1.28351543627926
8	right	age25	right	0.577837050092641
8	left	age25	left	0.647199407860823
8	right	age25	right	1.07416091116718
8	left	age25	left	0.959480687411786
8	right	age25	right	1.03410094727831
8	left	age25	left	0.807297554115019
8	left	age25	left	1.04593275007814
8	right	age25	right	0.431337030413677
8	right	age25	right	0.651153035936479
8	left	age25	left	0.526800981496704
8	left	age25	left	1.19041478623679
8	right	age25	right	0.57852133629496
8	left	age25	left	0.612032236506237
8	left	age25	left	0.423647322842571
8	right	age25	right	0.526912647764852
8	left	age25	left	0.476860748469268
8	left	age25	left	0.623109109685758
8	left	age25	left	0.92118691756646
8	right	age25	right	0.611664170122916
8	left	age25	left	0.771558496678731
8	right	age25	right	0.687024281714099
8	right	age25	left	0.767546589639649
8	left	age25	left	0.897499164546166
8	left	age25	left	0.894339879528109
8	left	age25	left	0.802893108695491
8	left	age25	left	0.600128310411705
8	left	age25	right	0.649827540586378
8	left	age25	left	1.10639453344281
8	right	age25	right	0.399025766203642
8	right	age25	right	0.471180923253861
8	left	age25	left	0.893011823282645
8	right	age25	right	0.802018412516051
8	left	age25	left	0.535293273660055
8	right	age25	right	0.641702866791203
8	right	age25	right	0.790653191126128
8	right	age25	right	0.878205160258212
8	left	age25	left	0.589876106638745
8	right	age25	right	0.693798810117286
8	right	age25	right	0.642457634005158
8	right	age25	right	0.523959333139402
8	right	age25	right	0.75636534427337
8	right	age25	right	1.43694064870702
8	left	age25	left	0.812092939241919
8	left	age25	left	0.652101465010387
8	left	age25	left	0.609704644203861
8	left	age25	left	1.33696107417535
8	left	age25	left	0.678437554708508
8	left	age25	left	0.654887220919443
8	right	age25	right	0.740530775374169
8	left	age25	left	0.928251095348506
8	right	age25	right	0.922028521607646
8	right	age25	right	1.12874444957382
8	left	age25	left	0.539424219796509
8	left	age25	left	0.847775125350213
8	right	age25	right	0.700555589316432
8	left	age25	left	1.42441613645796
8	right	age25	right	1.60345691880309
8	left	age25	left	0.526622615905113
8	left	age25	left	0.537298970652854
8	right	age25	right	0.806674420550342
8	left	age25	left	0.889921435435395
8	left	age25	right	0.463510266666806
8	left	age25	left	0.506216402246546
8	right	age25	right	0.984441966563486
8	left	age25	left	1.12467843471778
8	right	age25	right	0.826847627712205
8	left	age25	left	0.689491251656432
8	right	age25	right	0.567751114427092
8	right	age25	right	0.801066362472524
8	left	age25	left	0.905898662812038
8	right	age25	right	0.616051602668937
8	right	age25	right	0.462216168474514
8	right	age25	right	0.580446753539304
8	right	age25	right	0.984088793498886
8	left	age25	left	1.80654244360389
8	left	age25	left	0.565370601838109
8	right	age25	right	0.460680493790192
8	right	age25	right	0.478392926102317
8	right	age25	right	0.434375013184767
8	right	age25	right	0.651457090378993
8	right	age25	right	0.687201431443517
8	right	age25	right	0.473357187612499
8	right	age25	right	0.386142679469148
8	left	age25	left	1.48988110749777
8	left	age25	left	0.459279343593241
8	right	age25	right	1.25738353229299
8	right	age25	right	0.589619244881907
8	right	age25	right	0.745846326937416
8	left	age25	left	0.935349620453763
8	left	age25	left	0.557515694531257
8	left	age25	left	1.00115306461934
8	right	age25	right	0.486078830504624
8	right	age25	right	0.612344900840715
8	right	age25	right	1.23210455245787
8	left	age25	left	0.778955097420944
8	left	age25	left	1.37568884525249
8	left	age25	left	1.68327816359454
8	right	age25	right	1.12725101427781
8	right	age25	right	1.24210808096933
8	left	age25	left	0.82391873767337
8	right	age25	right	0.943220612556936
8	left	age25	left	0.580313329120242
8	left	age25	left	1.48615246818583
8	left	age25	left	0.856484922986024
8	right	age25	right	0.463447117083317
8	left	age25	left	0.654647791732613
8	right	age25	right	0.995471191338221
8	right	age25	right	0.534504332159979
8	left	age25	left	0.507221842870808
8	right	age25	right	2.0722268835034
8	right	age25	right	0.698565862716193
8	right	age25	right	0.928861579562948
8	left	age25	left	0.904700928495466
8	left	age25	left	1.20004580660387
8	right	age25	right	0.51174280495299
8	left	age25	left	0.471567862343319
8	right	age25	right	0.609497212207633
9	left	age17	left	0.323026595977654
9	right	age17	left	0.568078095100078
9	left	age17	left	0.369753723543568
9	left	age17	left	0.335550768293133
9	right	age17	right	0.512025264833724
9	right	age17	right	0.325670127489912
9	right	age17	right	0.377106385752952
9	left	age17	right	0.289253400363662
9	right	age17	right	0.536035825263634
9	left	age17	left	0.34755625806608
9	right	age17	right	0.434207252081008
9	left	age17	right	0.329427872501844
9	right	age17	right	0.55925066934796
9	left	age17	left	0.399753510963562
9	left	age17	right	0.331933858988852
9	right	age17	right	0.300778386730408
9	left	age17	left	0.421411028304761
